Date,Adj Close,Rtns,Scaled,,,,Mean,0.000304407,,,
2/3/28,17.4,-0.013045888,-1.115818818,,,,-14.96251914,-15.0399906,0,0,3.03332E-50
2/6/28,17.450001,0.002873621,0.214735074,,,,-14.80757621,-14.88504767,0,0,3.08148E-49
2/7/28,17.440001,-0.000573066,-0.073339275,,,,-14.65263328,-14.73010474,0,0,3.05614E-48
2/8/28,17.49,0.002866915,0.214174609,,,,-14.49769035,-14.57516181,0,0,2.95911E-47
2/9/28,17.549999,0.003430475,0.261276966,,,,-14.34274742,-14.42021888,0,0,2.7972E-46
2/10/28,17.540001,-0.000569687,-0.073056838,,,,-14.18780449,-14.26527595,0,0,2.58143E-45
2/14/28,17.440001,-0.005701254,-0.50195366,,,,-14.03286156,-14.11033302,0,0,2.32578E-44
2/15/28,17.4,-0.002293635,-0.217144601,,,,-13.87791863,-13.95539009,0,0,2.04575E-43
2/16/28,17.35,-0.002873563,-0.265615034,,,,-13.72297569,-13.80044716,0,0,1.75675E-42
2/17/28,17.040001,-0.017867378,-1.518799276,,,,-13.56803276,-13.64550423,0,0,1.47279E-41
2/20/28,16.950001,-0.00528169,-0.466886456,,,,-13.41308983,-13.4905613,0,0,1.20544E-40
2/21/28,17.110001,0.009439527,0.763514107,,,,-13.2581469,-13.33561837,0,0,9.63215E-40
2/23/28,17.129999,0.00116879,0.072245193,,,,-13.10320397,-13.18067544,0,0,7.51407E-39
2/24/28,17.18,0.002918914,0.218520722,,,,-12.94826104,-13.02573251,0,0,5.7227E-38
2/27/28,17.110001,-0.004074447,-0.365985002,,,,-12.79331811,-12.87078958,0,0,4.25501E-37
2/28/28,17.16,0.002922209,0.218796094,,,,-12.63837518,-12.71584665,0,0,3.08869E-36
2/29/28,17.26,0.005827506,0.461621038,,,,-12.48343225,-12.56090372,0,0,2.18888E-35
3/1/28,17.299999,0.002317439,0.168249376,,,,-12.32848932,-12.40596079,0,0,1.51441E-34
3/2/28,17.299999,0,-0.025442382,,,,-12.17354639,-12.25101786,0,0,1.02291E-33
3/5/28,17.57,0.015606995,1.278991564,,,,-12.01860346,-12.09607493,0,0,6.74536E-33
3/6/28,17.67,0.00569152,0.450255301,,,,-11.86366053,-11.941132,0,0,4.34258E-32
3/7/28,17.58,-0.005093379,-0.451147388,,,,-11.7087176,-11.78618907,0,0,2.72938E-31
3/8/28,17.639999,0.003412912,0.25980912,,,,-11.55377467,-11.63124613,0,0,1.67476E-30
3/9/28,17.93,0.016439967,1.348611416,,,,-11.39883174,-11.4763032,0,0,1.00327E-29
3/12/28,18,0.003904071,0.300860229,,,,-11.24388881,-11.32136027,0,0,5.86751E-29
3/13/28,17.92,-0.004444444,-0.396909417,,,,-11.08894588,-11.16641734,0,0,3.35015E-28
3/14/28,17.93,0.000558036,0.02119829,,,,-10.93400295,-11.01147441,0,0,1.86745E-27
3/15/28,18.07,0.007808143,0.627162839,,,,-10.77906002,-10.85653148,1,0.000267501,1.01627E-26
3/16/28,18.26,0.010514665,0.853374207,,,,-10.62411709,-10.70158855,0,0,5.39933E-26
3/19/28,18.360001,0.005476506,0.432284446,,,,-10.46917416,-10.54664562,0,0,2.80057E-25
3/20/28,18.459999,0.005446514,0.429777699,,,,-10.31423123,-10.39170269,0,0,1.41816E-24
3/21/28,18.65,0.010292579,0.834812233,,,,-10.1592883,-10.23675976,0,0,7.01099E-24
3/22/28,18.6,-0.002680965,-0.249517671,,,,-10.00434537,-10.08181683,1,0.000267501,3.38381E-23
3/23/28,18.780001,0.009677473,0.783401624,,,,-9.849402436,-9.926873901,0,0,1.59444E-22
3/26/28,19.049999,0.01437689,1.176179238,,,,-9.694459505,-9.771930971,0,0,7.3347E-22
3/27/28,18.940001,-0.005774174,-0.508048284,,,,-9.539516575,-9.61698804,0,0,3.29405E-21
3/28/28,18.889999,-0.002640021,-0.246095554,,,,-9.384573645,-9.46204511,0,0,1.44429E-20
3/29/28,18.950001,0.00317639,0.24004054,,,,-9.229630714,-9.30710218,0,0,6.18228E-20
3/30/28,19.280001,0.017414247,1.430041835,,,,-9.074687784,-9.152159249,0,0,2.58356E-19
4/2/28,18.91,-0.019190922,-1.629421254,,,,-8.919744854,-8.997216319,0,0,1.05405E-18
4/3/28,19.02,0.005817028,0.460745303,,,,-8.764801923,-8.842273389,0,0,4.19836E-18
4/4/28,18.99,-0.001577287,-0.157272165,,,,-8.609858993,-8.687330458,0,0,1.63257E-17
4/5/28,19.23,0.012638231,1.030861984,,,,-8.454916063,-8.532387528,1,0.000267501,6.19777E-17
4/9/28,19.27,0.002080083,0.148411145,,,,-8.299973132,-8.377444597,3,0.000802502,2.29707E-16
4/10/28,19.1,-0.008822003,-0.762786133,,,,-8.145030202,-8.222501667,0,0,8.31163E-16
4/11/28,19.440001,0.017801099,1.462374988,,,,-7.990087272,-8.067558737,0,0,2.93611E-15
4/12/28,19.41,-0.001543261,-0.154428284,,,,-7.835144341,-7.912615806,1,0.000267501,1.01259E-14
4/13/28,19.73,0.016486347,1.352487888,,,,-7.680201411,-7.757672876,0,0,3.40931E-14
4/16/28,19.68,-0.002534212,-0.237252019,,,,-7.525258481,-7.602729946,3,0.000802502,1.12066E-13
4/17/28,19.52,-0.008130081,-0.704955251,,,,-7.37031555,-7.447787015,3,0.000802502,3.59629E-13
4/18/28,19.52,0,-0.025442382,,,,-7.21537262,-7.292844085,1,0.000267501,1.1267E-12
4/19/28,19.629999,0.005635195,0.445547656,,,,-7.060429689,-7.137901155,1,0.000267501,3.44618E-12
4/20/28,19.34,-0.014773256,-1.260192341,,,,-6.905486759,-6.982958224,1,0.000267501,1.02906E-11
4/23/28,19.15,-0.009824199,-0.846549711,,,,-6.750543829,-6.828015294,1,0.000267501,2.99997E-11
4/24/28,19.25,0.005221932,0.411007137,,,,-6.595600898,-6.673072364,2,0.000535001,8.5382E-11
4/25/28,19.33,0.004155844,0.321903417,,,,-6.440657968,-6.518129433,2,0.000535001,2.37241E-10
4/26/28,19.469999,0.007242576,0.579892746,,,,-6.285715038,-6.363186503,3,0.000802502,6.43557E-10
4/27/28,19.68,0.010785876,0.87604205,,,,-6.130772107,-6.208243573,2,0.000535001,1.70435E-09
4/30/28,19.75,0.003556911,0.271844499,,,,-5.975829177,-6.053300642,1,0.000267501,4.4066E-09
5/1/28,19.780001,0.001519038,0.101518938,,,,-5.820886247,-5.898357712,1,0.000267501,1.1123E-08
5/2/28,19.83,0.002527755,0.185827606,,,,-5.665943316,-5.743414781,6,0.001605004,2.74103E-08
5/3/28,19.93,0.005042864,0.396040638,,,,-5.511000386,-5.588471851,5,0.001337503,6.59448E-08
5/4/28,20.24,0.015554441,1.274599048,,,,-5.356057456,-5.433528921,3,0.000802502,1.54889E-07
5/7/28,20.41,0.008399209,0.676564243,,,,-5.201114525,-5.27858599,2,0.000535001,3.55168E-07
5/8/28,20.27,-0.006859383,-0.598750153,,,,-5.046171595,-5.12364306,4,0.001070003,7.951E-07
5/9/28,20.24,-0.00148002,-0.149142554,,,,-4.891228665,-4.96870013,6,0.001605004,1.73773E-06
5/10/28,20.209999,-0.001482263,-0.149330033,,,,-4.736285734,-4.813757199,9,0.002407506,3.70782E-06
5/11/28,20.360001,0.007422168,0.594903003,,,,-4.581342804,-4.658814269,5,0.001337503,7.72373E-06
5/14/28,20.440001,0.003929273,0.302966572,,,,-4.426399873,-4.503871339,6,0.001605004,1.57076E-05
5/15/28,20.389999,-0.002446282,-0.229902807,,,,-4.271456943,-4.348928408,8,0.002140006,3.11864E-05
5/16/28,20.049999,-0.016674841,-1.41912701,,,,-4.116514013,-4.193985478,8,0.002140006,6.04499E-05
5/17/28,20.120001,0.003491372,0.266366758,,,,-3.961571082,-4.039042548,9,0.002407506,0.000114393
5/18/28,19.92,-0.009940407,-0.856262428,,,,-3.806628152,-3.884099617,17,0.004547512,0.000211338
5/21/28,19.629999,-0.014558283,-1.242224893,,,,-3.651685222,-3.729156687,11,0.002942508,0.000381178
5/22/28,19.360001,-0.013754356,-1.17503262,,,,-3.496742291,-3.574213757,23,0.006152516,0.000671202
5/23/28,19.75,0.020144575,1.658242901,,,,-3.341799361,-3.419270826,12,0.003210008,0.001153857
5/24/28,19.870001,0.006076,0.482390202,,,,-3.186856431,-3.264327896,26,0.006955018,0.001936531
5/25/28,19.9,0.001509763,0.100743767,,,,-3.0319135,-3.109384965,23,0.006152516,0.003173006
5/28/28,19.57,-0.016582915,-1.411443756,,,,-2.87697057,-2.954442035,36,0.009630025,0.005075641
5/29/28,19.82,0.012774655,1.042264349,,,,-2.72202764,-2.799499105,40,0.010700028,0.00792656
5/31/28,20,0.009081736,0.733609834,,,,-2.567084709,-2.644556174,60,0.016050042,0.012085158
6/1/28,20.07,0.0035,0.267087908,,,,-2.412141779,-2.489613244,66,0.017655046,0.017988447
6/4/28,19.799999,-0.013452965,-1.14984228,,,,-2.257198849,-2.334670314,62,0.016585043,0.026140191
6/5/28,19.85,0.002525303,0.185622666,,,,-2.102255918,-2.179727383,72,0.01926005,0.037084942
6/6/28,19.66,-0.009571788,-0.825453251,,,,-1.947312988,-2.024784453,97,0.025947567,0.051364163
6/7/28,19.610001,-0.002543184,-0.238001922,,,,-1.792370057,-1.869841523,124,0.033170086,0.06945389
6/8/28,19.370001,-0.012238653,-1.048350024,,,,-1.637427127,-1.714898592,152,0.040660105,0.091686776
6/11/28,18.68,-0.035622146,-3.002744282,,,,-1.482484197,-1.559955662,211,0.056442646,0.118165468
6/12/28,18.34,-0.018201285,-1.546707274,,,,-1.327541266,-1.405012732,276,0.073830191,0.148678515
6/13/28,18.889999,0.02998904,2.481044097,,,,-1.172598336,-1.250069801,384,0.102720266,0.182633149
6/14/28,19.049999,0.00847009,0.68248848,,,,-1.017655406,-1.095126871,421,0.112617792,0.219020496
6/15/28,18.74,-0.016272914,-1.385533903,,,,-0.862712475,-0.940183941,632,0.169060438,0.256426949
6/18/28,18.4,-0.01814301,-1.541836629,,,,-0.707769545,-0.78524101,807,0.215873059,0.293100345
6/19/28,18.34,-0.00326087,-0.29798613,,,,-0.552826615,-0.63029808,1081,0.289168248,0.327071536
6/20/28,18.57,0.012540894,1.022726597,,,,-0.397883684,-0.475355149,1373,0.367278451,0.356322239
6/21/28,18.559999,-0.000538557,-0.070455005,,,,-0.242940754,-0.320412219,1785,0.477488736,0.378980499
6/22/28,18.540001,-0.001077479,-0.115498125,,,,-0.087997824,-0.165469289,2416,0.646281673,0.393517958
6/25/28,18.469999,-0.003775728,-0.341018037,,,,0.066945107,-0.010526358,2632,0.704061822,0.398920179
6/26/28,18.68,0.011369844,0.924850089,,,,0.221888037,0.144416572,2530,0.676776752,0.394803697
6/27/28,18.860001,0.009636028,0.779937624,,,,0.376830967,0.299359502,2043,0.546503915,0.381461028
6/28/28,19.07,0.011134623,0.905190328,,,,0.531773898,0.454302433,1601,0.428268609,0.359826293
6/29/28,19.139999,0.003670635,0.281349554,,,,0.686716828,0.609245363,1226,0.327955849,0.331367089
7/2/28,18.98,-0.008359405,-0.72412213,,,,0.841659759,0.764188293,901,0.241018124,0.297919964
7/3/28,19.290001,0.016333035,1.339674019,,,,0.996602689,0.919131224,687,0.183772976,0.261495125
7/5/28,19.48,0.009849611,0.797788896,,,,1.151545619,1.074074154,492,0.131610341,0.224079097
7/6/28,19.389999,-0.004620175,-0.411596953,,,,1.30648855,1.229017084,388,0.103790269,0.18746183
7/9/28,19.459999,0.003610108,0.276290785,,,,1.46143148,1.383960015,289,0.0773077,0.153108081
7/10/28,19.43,-0.001541573,-0.154287142,,,,1.61637441,1.538902945,209,0.055907645,0.122083545
7/11/28,18.950001,-0.024704014,-2.090205954,,,,1.771317341,1.693845876,150,0.040125104,0.095036385
7/12/28,18.809999,-0.007387968,-0.642929355,,,,1.926260271,1.848788806,116,0.03103008,0.072226479
7/13/28,18.959999,0.007974482,0.641065492,,,,2.081203201,2.003731736,89,0.023807562,0.053589133
7/16/28,18.700001,-0.013712975,-1.171574003,,,,2.236146132,2.158674667,81,0.021667556,0.038817788
7/17/28,18.799999,0.005347486,0.42150097,,,,2.391089062,2.313617597,62,0.016585043,0.027451026
7/18/28,19.030001,0.01223415,0.997088855,,,,2.546031992,2.468560527,42,0.011235029,0.018952223
7/19/28,18.99,-0.002101997,-0.201127443,,,,2.700974923,2.623503458,37,0.009897526,0.012774252
7/20/28,19.030001,0.002106424,0.150612747,,,,2.855917853,2.778446388,36,0.009630025,0.008405906
7/23/28,19.120001,0.004729374,0.369839125,,,,3.010860784,2.933389318,19,0.005082513,0.005400169
7/24/28,19.09,-0.00156909,-0.156587044,,,,3.165803714,3.088332249,21,0.005617515,0.003386912
7/25/28,19.200001,0.005762232,0.456165408,,,,3.320746644,3.243275179,20,0.005350014,0.002073836
7/26/28,19.24,0.002083281,0.148678429,,,,3.475689575,3.398218109,13,0.003477509,0.001239705
7/27/28,19.42,0.009355509,0.756491866,,,,3.630632505,3.55316104,15,0.00401251,0.000723496
7/30/28,19.469999,0.002574614,0.189744053,,,,3.785575435,3.70810397,11,0.002942508,0.000412219
7/31/28,19.43,-0.002054391,-0.197148592,,,,3.940518366,3.8630469,17,0.004547512,0.000229294
8/1/28,19.42,-0.000514668,-0.068458379,,,,4.095461296,4.017989831,11,0.002942508,0.000124518
8/2/28,19.33,-0.004634398,-0.412785711,,,,4.250404226,4.172932761,13,0.003477509,6.60154E-05
8/3/28,19.360001,0.001552043,0.104277539,,,,4.405347157,4.327875692,2,0.000535001,3.4169E-05
8/6/28,19.58,0.011363584,0.924326921,,,,4.560290087,4.482818622,8,0.002140006,1.7266E-05
8/7/28,19.49,-0.004596527,-0.409620495,,,,4.715233017,4.637761552,5,0.001337503,8.51778E-06
8/8/28,19.25,-0.012314007,-1.054648123,,,,4.870175948,4.792704483,2,0.000535001,4.10237E-06
8/9/28,19.299999,0.002597351,0.191644401,,,,5.025118878,4.947647413,1,0.000267501,1.92893E-06
8/10/28,19.25,-0.002590622,-0.241966775,,,,5.180061808,5.102590343,1,0.000267501,8.85465E-07
8/13/28,19.290001,0.002077974,0.14823486,,,,5.335004739,5.257533274,7,0.001872505,3.96827E-07
8/14/28,19.129999,-0.008294556,-0.718702088,,,,5.489947669,5.412476204,2,0.000535001,1.73622E-07
8/15/28,19.469999,0.017773132,1.460037476,,,,5.6448906,5.567419134,1,0.000267501,7.41618E-08
8/16/28,19.610001,0.007190653,0.575552963,,,,5.79983353,5.722362065,3,0.000802502,3.09265E-08
8/17/28,19.639999,0.00152973,0.102412549,,,,5.95477646,5.877304995,3,0.000802502,1.25908E-08
8/20/28,19.77,0.006619196,0.527790557,,,,6.109719391,6.032247925,3,0.000802502,5.00441E-09
8/21/28,20.02,0.012645422,1.031463067,,,,6.264662321,6.187190856,3,0.000802502,1.94189E-09
8/22/28,20,-0.000999001,-0.108938968,,,,6.419605251,6.342133786,5,0.001337503,7.35648E-10
8/23/28,20.02,0.001,0.058137701,,,,6.574548182,6.497076716,0,0,2.72076E-10
8/24/28,20.34,0.015984016,1.310502999,,,,6.729491112,6.652019647,0,0,9.82387E-11
8/27/28,20.379999,0.001966519,0.138919454,,,,6.884434042,6.806962577,2,0.000535001,3.46297E-11
8/28/28,20.540001,0.007850933,0.630739222,,,,7.039376973,6.961905508,1,0.000267501,1.19176E-11
8/29/28,20.58,0.001947371,0.137319039,,,,7.194319903,7.116848438,1,0.000267501,4.00409E-12
8/30/28,20.610001,0.001457775,0.096398535,,,,7.349262833,7.271791368,1,0.000267501,1.31338E-12
8/31/28,20.870001,0.012615235,1.028939981,,,,7.504205764,7.426734299,3,0.000802502,4.20585E-13
9/4/28,20.969999,0.004791471,0.375029143,,,,7.659148694,7.581677229,1,0.000267501,1.31489E-13
9/5/28,21.07,0.004768765,0.373131403,,,,7.814091624,7.736620159,2,0.000535001,4.01327E-14
9/6/28,20.940001,-0.006169862,-0.54111999,,,,7.969034555,7.89156309,3,0.000802502,1.19586E-14
9/7/28,21.09,0.007163276,0.573264794,,,,8.123977485,8.04650602,1,0.000267501,3.47887E-15
9/10/28,20.92,-0.008060692,-0.69915571,,,,8.278920416,8.20144895,0,0,9.88028E-16
9/11/28,21.08,0.007648184,0.613793434,,,,8.433863346,8.356391881,0,0,2.73951E-16
9/12/28,21.16,0.003795066,0.291749584,,,,8.588806276,8.511334811,0,0,7.41569E-17
9/13/28,21.139999,-0.000945227,-0.10444452,,,,8.743749207,8.666277741,0,0,1.95976E-17
9/14/28,21.139999,0,-0.025442382,,,,8.898692137,8.821220672,1,0.000267501,5.05625E-18
9/17/28,21.33,0.008987749,0.725754406,,,,9.053635067,8.976163602,1,0.000267501,1.27359E-18
9/18/28,21.18,-0.007032349,-0.613206678,,,,9.208577998,9.131106532,0,0,3.13185E-19
9/19/28,21.18,0,-0.025442382,,,,9.363520928,9.286049463,0,0,7.5188E-20
9/20/28,21.219999,0.001888527,0.132400854,,,,9.518463858,9.440992393,0,0,1.76226E-20
9/21/28,21.360001,0.006597644,0.525989254,,,,9.673406789,9.595935324,1,0.000267501,4.0324E-21
9/24/28,21.43,0.003277107,0.248458459,,,,9.828349719,9.750878254,0,0,9.00806E-22
9/25/28,21.41,-0.000933271,-0.103445259,,,,9.983292649,9.905821184,2,0.000535001,1.9646E-22
9/26/28,21.4,-0.000467071,-0.064480253,,,,10.13823558,10.06076411,0,0,4.18301E-23
9/27/28,21.129999,-0.012616869,-1.079961352,,,,10.29317851,10.21570704,0,0,8.69518E-24
9/28/28,21.139999,0.000473261,0.014112794,,,,10.44812144,10.37064998,2,0.000535001,1.76458E-24
10/1/28,21.360001,0.010406907,0.844367754,,,,10.60306437,10.52559291,0,0,3.49606E-25
10/2/28,21.26,-0.004681695,-0.416738799,,,,10.7580073,10.68053584,0,0,6.76222E-26
10/3/28,21.190001,-0.003292521,-0.300631574,,,,10.91295023,10.83547877,0,0,1.27695E-26
10/4/28,21.26,0.003303398,0.25065587,,,,11.06789316,10.9904217,0,0,2.35414E-27
10/5/28,21.219999,-0.001881515,-0.182699526,,,,11.22283609,11.14536463,0,0,4.23705E-28
10/8/28,21.110001,-0.005183695,-0.458696029,,,,11.37777902,11.30030756,0,0,7.44508E-29
10/9/28,21.18,0.003315916,0.251702192,,,,11.53272195,11.45525049,0,0,1.27717E-29
10/10/28,21.41,0.010859301,0.882178915,,,,11.68766488,11.61019342,0,0,2.13896E-30
10/11/28,21.51,0.004670715,0.364936333,,,,11.84260781,11.76513635,0,0,3.49727E-31
10/15/28,21.65,0.006508601,0.518547,,,,11.99755074,11.92007928,0,0,5.58252E-32
10/16/28,21.719999,0.00323321,0.244789592,,,,12.15249367,12.07502221,0,0,8.6997E-33
10/17/28,21.790001,0.003222928,0.243930235,,,,12.3074366,12.22996514,0,0,1.32359E-33
10/18/28,21.84,0.002294585,0.166339187,,,,12.46237954,12.38490807,0,0,1.96596E-34
10/19/28,21.959999,0.00549446,0.433785016,,,,12.61732247,12.539851,0,0,2.85082E-35
10/22/28,21.809999,-0.006830601,-0.596344613,,,,12.7722654,12.69479393,0,0,4.0359E-36
10/23/28,21.950001,0.006419166,0.511072029,,,,12.92720833,12.84973686,0,0,5.57806E-37
10/24/28,21.99,0.001822278,0.12686375,,,,13.08215126,13.00467979,0,0,7.52663E-38
10/25/28,21.91,-0.003638017,-0.329508168,,,,13.23709419,13.15962272,0,0,9.91496E-39
10/26/28,21.65,-0.011866728,-1.017264452,,,,13.39203712,13.31456565,0,0,1.27513E-39
10/29/28,22,0.016166282,1.325736788,,,,13.54698005,13.46950858,0,0,1.60101E-40
10/30/28,21.76,-0.010909091,-0.937225104,,,,13.70192298,13.62445151,0,0,1.96248E-41
10/31/28,21.68,-0.003676471,-0.332722098,,,,13.85686591,13.77939444,1,0.000267501,2.34851E-42
11/1/28,21.99,0.014298893,1.16966028,,,,14.01180884,13.93433737,0,0,2.74379E-43
11/2/28,21.950001,-0.001818963,-0.177471474,,,,14.16675177,14.0892803,0,0,3.12957E-44
11/5/28,22.24,0.013211799,1.078800869,,,,14.3216947,14.24422323,0,0,3.48491E-45
11/7/28,22.24,0,-0.025442382,,,,,,,,
11/8/28,22.389999,0.006744559,0.538268448,,,,,,,,
11/9/28,22.549999,0.007146048,0.571824874,,,,,,,,
11/12/28,22.84,0.012860355,1.049427184,,,,,,,,
11/13/28,22.91,0.003064799,0.230713739,,,,,,,,
11/14/28,22.91,0,-0.025442382,,,,,,,,
11/15/28,23.030001,0.005237931,0.412344328,,,,,,,,
11/16/28,23.370001,0.014763352,1.208479761,,,,,,,,
11/19/28,23.370001,0,-0.025442382,,,,,,,,
11/20/28,23.57,0.008557937,0.689830716,,,,,,,,
11/21/28,23.219999,-0.014849427,-1.266558741,,,,,,,,
11/22/28,23.52,0.01291994,1.054407297,,,,,,,,
11/23/28,23.700001,0.007653104,0.614204663,,,,,,,,
11/26/28,23.799999,0.004219325,0.327209128,,,,,,,,
11/27/28,23.91,0.004621891,0.360855647,,,,,,,,
11/28/28,24.190001,0.011710623,0.953332474,,,,,,,,
11/30/28,24.280001,0.003720546,0.285521122,,,,,,,,
12/3/28,23.85,-0.01771009,-1.505653162,,,,,,,,
12/4/28,23.91,0.002515723,0.184821978,,,,,,,,
12/5/28,23.809999,-0.004182392,-0.375007077,,,,,,,,
12/6/28,22.91,-0.037799204,-3.184702952,,,,,,,,
12/7/28,22.360001,-0.02400694,-2.031944434,,,,,,,,
12/10/28,22.309999,-0.002236225,-0.212346278,,,,,,,,
12/11/28,22.74,0.019273914,1.58547294,,,,,,,,
12/12/28,22.52,-0.009674582,-0.834044767,,,,,,,,
12/13/28,22.48,-0.001776199,-0.173897236,,,,,,,,
12/14/28,22.530001,0.002224244,0.160460097,,,,,,,,
12/17/28,22.440001,-0.003994674,-0.359317532,,,,,,,,
12/18/28,22.700001,0.011586452,0.942954258,,,,,,,,
12/19/28,22.98,0.012334757,1.005497645,,,,,,,,
12/20/28,23.07,0.003916449,0.301894758,,,,,,,,
12/21/28,23.33,0.011270048,0.916509138,,,,,,,,
12/24/28,23.540001,0.009001329,0.726889422,,,,,,,,
12/26/28,23.440001,-0.004248088,-0.380497944,,,,,,,,
12/27/28,23.639999,0.008532338,0.687691096,,,,,,,,
12/28/28,23.98,0.014382446,1.176643615,,,,,,,,
12/31/28,24.35,0.015429525,1.264158564,,,,,,,,
1/2/29,24.809999,0.018891129,1.553479777,,,,,,,,
1/3/29,24.860001,0.002015397,0.143004675,,,,,,,,
1/4/29,24.85,-0.000402293,-0.059066049,,,,,,,,
1/7/29,24.25,-0.024144869,-2.043472552,,,,,,,,
1/8/29,24.17,-0.003298969,-0.30117049,,,,,,,,
1/9/29,24.540001,0.015308275,1.254024489,,,,,,,,
1/10/29,24.58,0.001629951,0.110789061,,,,,,,,
1/11/29,24.540001,-0.001627299,-0.161452135,,,,,,,,
1/14/29,24.59,0.002037449,0.144847773,,,,,,,,
1/15/29,24.23,-0.014640098,-1.249062953,,,,,,,,
1/16/29,24.559999,0.013619439,1.112871435,,,,,,,,
1/17/29,24.690001,0.005293241,0.416967161,,,,,,,,
1/18/29,24.77,0.003240138,0.245368586,,,,,,,,
1/21/29,24.860001,0.003633468,0.278243167,,,,,,,,
1/22/29,25.07,0.008447264,0.680580672,,,,,,,,
1/23/29,25.219999,0.005983207,0.474634557,,,,,,,,
1/24/29,25.059999,-0.006344172,-0.555688765,,,,,,,,
1/25/29,25.48,0.016759817,1.375344522,,,,,,,,
1/28/29,25.35,-0.005102041,-0.451871376,,,,,,,,
1/29/29,25.360001,0.000394517,0.007531362,,,,,,,,
1/30/29,25.450001,0.003548896,0.27117462,,,,,,,,
1/31/29,25.74,0.011394852,0.92694031,,,,,,,,
2/1/29,25.84,0.003885004,0.299266565,,,,,,,,
2/4/29,25.639999,-0.007739977,-0.672350283,,,,,,,,
2/5/29,25.700001,0.002340172,0.170149363,,,,,,,,
2/6/29,25.49,-0.008171245,-0.708395701,,,,,,,,
2/7/29,24.709999,-0.030600275,-2.583015871,,,,,,,,
2/8/29,24.440001,-0.01092667,-0.93869435,,,,,,,,
2/11/29,24.98,0.022094885,1.821249899,,,,,,,,
2/13/29,24.950001,-0.001200921,-0.125815436,,,,,,,,
2/14/29,24.85,-0.004008056,-0.36043603,,,,,,,,
2/15/29,24.35,-0.020120724,-1.707134191,,,,,,,,
2/18/29,24.389999,0.001642669,0.111852063,,,,,,,,
2/19/29,24.379999,-0.000410004,-0.05971056,,,,,,,,
2/20/29,24.59,0.008613659,0.694487959,,,,,,,,
2/21/29,24.860001,0.010980114,0.892276446,,,,,,,,
2/25/29,24.91,0.002011223,0.142655784,,,,,,,,
2/26/29,24.950001,0.001605821,0.108772267,,,,,,,,
2/27/29,25.25,0.012024008,0.979525165,,,,,,,,
2/28/29,25.59,0.013465347,1.099992398,,,,,,,,
3/1/29,25.83,0.009378664,0.758427095,,,,,,,,
3/4/29,25.49,-0.013162989,-1.125606075,,,,,,,,
3/5/29,25.32,-0.006669282,-0.58286153,,,,,,,,
3/6/29,24.92,-0.015797788,-1.345822838,,,,,,,,
3/7/29,25.15,0.009229535,0.745962878,,,,,,,,
3/8/29,25.309999,0.006361789,0.506276492,,,,,,,,
3/11/29,24.950001,-0.014223549,-1.21424775,,,,,,,,
3/12/29,24.969999,0.000801523,0.041548978,,,,,,,,
3/13/29,25.24,0.010813016,0.878310396,,,,,,,,
3/14/29,25.73,0.019413629,1.597150353,,,,,,,,
3/15/29,26.08,0.013602798,1.111480627,,,,,,,,
3/18/29,26.040001,-0.001533704,-0.153629488,,,,,,,,
