Date,Adj Close,Rtns,Scaled,,,,Mean,0.000304407,,,
11/21/41,9.38,0.004282655,0.332502299,,,,,,,,
11/24/41,9.4,0.002132196,0.15276675,,,,,,,,
11/25/41,9.35,-0.005319149,-0.470017291,,,,,,,,
11/26/41,9.27,-0.00855615,-0.740566086,,,,,,,,
11/27/41,9.21,-0.006472492,-0.566413792,,,,,,,,
11/28/41,9.12,-0.009771987,-0.842185863,,,,,,,,
12/1/41,9.07,-0.005482456,-0.48366652,,,,,,,,
12/2/41,9.26,0.020948181,1.725408308,,,,,,,,
12/3/41,9.36,0.010799136,0.877150306,,,,,,,,
12/4/41,9.38,0.002136752,0.153147539,,,,,,,,
12/5/41,9.32,-0.006396588,-0.560069778,,,,,,,,
12/8/41,8.97,-0.037553648,-3.1641794,,,,,,,,
12/9/41,8.68,-0.032329989,-2.72758553,,,,,,,,
12/10/41,8.68,0,-0.025442382,,,,,,,,
12/11/41,8.82,0.016129032,1.322623472,,,,,,,,
12/12/41,8.73,-0.010204082,-0.87830037,,,,,,,,
12/15/41,8.73,0,-0.025442382,,,,,,,,
12/16/41,8.71,-0.002290951,-0.216920235,,,,,,,,
12/17/41,8.57,-0.016073479,-1.368865069,,,,,,,,
12/18/41,8.49,-0.009334889,-0.805653191,,,,,,,,
12/19/41,8.49,0,-0.025442382,,,,,,,,
12/22/41,8.4,-0.010600707,-0.911450328,,,,,,,,
12/23/41,8.38,-0.002380952,-0.224442579,,,,,,,,
12/24/41,8.39,0.001193317,0.074295187,,,,,,,,
12/26/41,8.42,0.003575685,0.273413695,,,,,,,,
12/29/41,8.37,-0.005938242,-0.521761164,,,,,,,,
12/30/41,8.74,0.044205496,3.669256623,,,,,,,,
12/31/41,8.69,-0.005720824,-0.503589309,,,,,,,,
1/2/42,8.89,0.02301496,1.89814986,,,,,,,,
1/5/42,9.09,0.022497188,1.854874444,,,,,,,,
1/6/42,9.05,-0.00440044,-0.393231525,,,,,,,,
1/7/42,9,-0.005524862,-0.487210796,,,,,,,,
1/8/42,8.88,-0.013333333,-1.139843487,,,,,,,,
1/9/42,8.85,-0.003378378,-0.307807527,,,,,,,,
1/12/42,8.84,-0.001129944,-0.119883153,,,,,,,,
1/13/42,9.02,0.020361991,1.67641451,,,,,,,,
1/14/42,9.02,0,-0.025442382,,,,,,,,
1/15/42,9.04,0.002217295,0.15987931,,,,,,,,
1/16/42,8.96,-0.008849558,-0.765089133,,,,,,,,
1/19/42,8.96,0,-0.025442382,,,,,,,,
1/20/42,8.94,-0.002232143,-0.212005067,,,,,,,,
1/21/42,8.81,-0.014541387,-1.240812715,,,,,,,,
1/22/42,8.81,0,-0.025442382,,,,,,,,
1/23/42,8.84,0.003405221,0.2591663,,,,,,,,
1/26/42,8.97,0.014705882,1.203676484,,,,,,,,
1/27/42,8.99,0.002229654,0.160912318,,,,,,,,
1/28/42,8.93,-0.006674082,-0.583262735,,,,,,,,
1/29/42,8.91,-0.002239642,-0.212631817,,,,,,,,
1/30/42,8.85,-0.006734007,-0.588271223,,,,,,,,
2/2/42,8.84,-0.001129944,-0.119883153,,,,,,,,
2/3/42,8.9,0.00678733,0.541843249,,,,,,,,
2/4/42,8.97,0.007865169,0.631929057,,,,,,,,
2/5/42,8.95,-0.002229654,-0.211797082,,,,,,,,
2/6/42,8.85,-0.011173184,-0.959298057,,,,,,,,
2/9/42,8.74,-0.012429379,-1.06429087,,,,,,,,
2/10/42,8.62,-0.013729977,-1.172995007,,,,,,,,
2/11/42,8.6,-0.002320186,-0.219363688,,,,,,,,
2/13/42,8.62,0.002325581,0.168929904,,,,,,,,
2/16/42,8.65,0.003480278,0.265439577,,,,,,,,
2/17/42,8.49,-0.01849711,-1.571432354,,,,,,,,
2/18/42,8.48,-0.001177856,-0.123887709,,,,,,,,
2/19/42,8.5,0.002358491,0.171680455,,,,,,,,
2/20/42,8.47,-0.003529412,-0.32043091,,,,,,,,
2/24/42,8.52,0.005903188,0.467946537,,,,,,,,
2/25/42,8.46,-0.007042254,-0.614034515,,,,,,,,
2/26/42,8.52,0.007092199,0.567324164,,,,,,,,
2/27/42,8.59,0.008215962,0.66124844,,,,,,,,
3/2/42,8.47,-0.013969732,-1.193033761,,,,,,,,
3/3/42,8.6,0.015348288,1.257368808,,,,,,,,
3/4/42,8.51,-0.010465116,-0.900117668,,,,,,,,
3/5/42,8.38,-0.015276146,-1.302223907,,,,,,,,
3/6/42,8.16,-0.026252983,-2.219668902,,,,,,,,
3/9/42,8.2,0.004901961,0.384263907,,,,,,,,
3/10/42,8.14,-0.007317073,-0.637003964,,,,,,,,
3/11/42,7.98,-0.01965602,-1.668294134,,,,,,,,
3/12/42,7.98,0,-0.025442382,,,,,,,,
3/13/42,8.03,0.006265664,0.498242348,,,,,,,,
3/16/42,8.12,0.01120797,0.911320689,,,,,,,,
3/17/42,8.29,0.020935961,1.72438694,,,,,,,,
3/18/42,8.21,-0.009650181,-0.832005305,,,,,,,,
3/19/42,8.2,-0.001218027,-0.127245162,,,,,,,,
3/20/42,8.11,-0.01097561,-0.942784755,,,,,,,,
3/23/42,8.15,0.004932182,0.38678984,,,,,,,,
3/24/42,8.22,0.008588957,0.692423361,,,,,,,,
3/25/42,8.16,-0.00729927,-0.63551598,,,,,,,,
3/26/42,8.13,-0.003676471,-0.332722098,,,,,,,,
3/27/42,8.05,-0.009840098,-0.847878622,,,,,,,,
3/30/42,8.06,0.001242236,0.078383808,,,,,,,,
3/31/42,8.01,-0.006203474,-0.543929248,,,,,,,,
4/1/42,8.05,0.004993758,0.391936309,,,,,,,,
4/2/42,8.11,0.007453416,0.597514758,,,,,,,,
4/6/42,8.2,0.011097411,0.902080117,,,,,,,,
4/7/42,8.16,-0.004878049,-0.433150103,,,,,,,,
4/8/42,8.12,-0.004901961,-0.43514867,,,,,,,,
4/9/42,7.99,-0.016009852,-1.363547157,,,,,,,,
4/10/42,7.98,-0.001251564,-0.130048243,,,,,,,,
4/13/42,7.96,-0.002506266,-0.234916274,,,,,,,,
4/14/42,7.83,-0.016331658,-1.390443736,,,,,,,,
4/15/42,7.81,-0.002554278,-0.238929183,,,,,,,,
4/16/42,7.82,0.00128041,0.08157437,,,,,,,,
4/17/42,7.7,-0.015345269,-1.308001199,,,,,,,,
4/20/42,7.79,0.011688312,0.951467678,,,,,,,,
4/21/42,7.81,0.002567394,0.18914063,,,,,,,,
4/22/42,7.79,-0.002560819,-0.239475885,,,,,,,,
4/23/42,7.59,-0.025673941,-2.171272495,,,,,,,,
4/24/42,7.55,-0.005270092,-0.465917127,,,,,,,,
4/27/42,7.54,-0.001324503,-0.136144478,,,,,,,,
4/28/42,7.47,-0.00928382,-0.801384796,,,,,,,,
4/29/42,7.61,0.018741633,1.540984875,,,,,,,,
4/30/42,7.66,0.006570302,0.523704024,,,,,,,,
5/1/42,7.71,0.006527415,0.520119517,,,,,,,,
5/4/42,7.77,0.007782101,0.624986279,,,,,,,,
5/5/42,7.8,0.003861004,0.297260641,,,,,,,,
5/6/42,7.79,-0.001282051,-0.132596334,,,,,,,,
5/7/42,7.89,0.01283697,1.047472675,,,,,,,,
5/8/42,7.89,0,-0.025442382,,,,,,,,
5/11/42,8,0.013941698,1.139805922,,,,,,,,
5/12/42,7.94,-0.0075,-0.652293003,,,,,,,,
5/13/42,7.81,-0.016372796,-1.393882026,,,,,,,,
5/14/42,7.79,-0.002560819,-0.239475885,,,,,,,,
5/15/42,7.88,0.011553273,0.940181169,,,,,,,,
5/18/42,7.94,0.007614213,0.610954189,,,,,,,,
5/19/42,7.91,-0.003778338,-0.341236146,,,,,,,,
5/20/42,7.89,-0.002528445,-0.236770025,,,,,,,,
5/21/42,8.02,0.016476553,1.35166925,,,,,,,,
5/22/42,8.01,-0.001246883,-0.129656949,,,,,,,,
5/25/42,7.98,-0.003745318,-0.3384764,,,,,,,,
5/26/42,8,0.002506266,0.18403151,,,,,,,,
5/27/42,8.16,0.02,1.646159276,,,,,,,,
5/28/42,8.18,0.00245098,0.179410763,,,,,,,,
5/29/42,8.15,-0.003667482,-0.331970803,,,,,,,,
6/1/42,8.19,0.004907975,0.384766614,,,,,,,,
6/2/42,8.18,-0.001221001,-0.127493765,,,,,,,,
6/3/42,8.24,0.007334963,0.587614461,,,,,,,,
6/4/42,8.35,0.013349515,1.090311152,,,,,,,,
6/5/42,8.37,0.00239521,0.174749434,,,,,,,,
6/8/42,8.47,0.011947431,0.973124917,,,,,,,,
6/9/42,8.39,-0.0094451,-0.814864652,,,,,,,,
6/10/42,8.34,-0.005959476,-0.523535844,,,,,,,,
6/11/42,8.37,0.003597122,0.275205399,,,,,,,,
6/12/42,8.32,-0.005973716,-0.524726031,,,,,,,,
6/15/42,8.38,0.007211538,0.577298601,,,,,,,,
6/16/42,8.39,0.001193317,0.074295187,,,,,,,,
6/17/42,8.53,0.016686532,1.369219312,,,,,,,,
6/18/42,8.49,-0.004689332,-0.41737712,,,,,,,,
6/19/42,8.4,-0.010600707,-0.911450328,,,,,,,,
6/22/42,8.25,-0.017857143,-1.517943862,,,,,,,,
6/23/42,8.25,0,-0.025442382,,,,,,,,
6/24/42,8.21,-0.004848485,-0.430679147,,,,,,,,
6/25/42,8.22,0.001218027,0.076360399,,,,,,,,
6/26/42,8.23,0.001216545,0.076236551,,,,,,,,
6/29/42,8.28,0.006075334,0.48233455,,,,,,,,
6/30/42,8.3,0.002415459,0.176441877,,,,,,,,
7/1/42,8.23,-0.008433735,-0.730334647,,,,,,,,
7/2/42,8.36,0.015795869,1.29477764,,,,,,,,
7/3/42,8.44,0.009569378,0.774367024,,,,,,,,
7/6/42,8.53,0.010663507,0.865814426,,,,,,,,
7/7/42,8.51,-0.002344666,-0.221409751,,,,,,,,
7/8/42,8.72,0.024676851,2.037050851,,,,,,,,
7/9/42,8.81,0.010321101,0.837196089,,,,,,,,
7/10/42,8.8,-0.001135074,-0.120311942,,,,,,,,
7/13/42,8.73,-0.007954545,-0.69028395,,,,,,,,
7/14/42,8.82,0.010309278,0.836207957,,,,,,,,
7/15/42,8.83,0.001133787,0.069319617,,,,,,,,
7/16/42,8.82,-0.001132503,-0.120097062,,,,,,,,
7/17/42,8.72,-0.011337868,-0.973062369,,,,,,,,
7/20/42,8.75,0.003440367,0.262103775,,,,,,,,
7/21/42,8.77,0.002285714,0.165597808,,,,,,,,
7/22/42,8.74,-0.003420753,-0.311349165,,,,,,,,
7/23/42,8.62,-0.013729977,-1.172995007,,,,,,,,
7/24/42,8.63,0.001160093,0.071518271,,,,,,,,
7/27/42,8.63,0,-0.025442382,,,,,,,,
7/28/42,8.62,-0.001158749,-0.122290682,,,,,,,,
7/29/42,8.48,-0.016241299,-1.382891524,,,,,,,,
7/30/42,8.5,0.002358491,0.171680455,,,,,,,,
7/31/42,8.56,0.007058824,0.564534674,,,,,,,,
8/3/42,8.57,0.001168224,0.072197902,,,,,,,,
8/4/42,8.55,-0.002333722,-0.220495084,,,,,,,,
8/5/42,8.47,-0.009356725,-0.807478245,,,,,,,,
8/6/42,8.46,-0.001180638,-0.124120166,,,,,,,,
8/7/42,8.49,0.003546099,0.270940891,,,,,,,,
8/10/42,8.48,-0.001177856,-0.123887709,,,,,,,,
8/11/42,8.51,0.003537736,0.270241874,,,,,,,,
8/12/42,8.51,0,-0.025442382,,,,,,,,
8/13/42,8.54,0.003525264,0.269199509,,,,,,,,
8/14/42,8.58,0.004683841,0.366033416,,,,,,,,
8/17/42,8.65,0.008158508,0.656446407,,,,,,,,
8/18/42,8.73,0.009248555,0.747552605,,,,,,,,
8/19/42,8.72,-0.001145475,-0.121181308,,,,,,,,
8/20/42,8.69,-0.003440367,-0.312988538,,,,,,,,
8/21/42,8.71,0.002301496,0.166916842,,,,,,,,
8/24/42,8.73,0.002296211,0.166475145,,,,,,,,
8/25/42,8.65,-0.009163803,-0.791353794,,,,,,,,
8/26/42,8.54,-0.012716763,-1.088310488,,,,,,,,
8/27/42,8.59,0.005854801,0.463902366,,,,,,,,
8/28/42,8.61,0.002328289,0.169156182,,,,,,,,
8/31/42,8.62,0.00116144,0.071630885,,,,,,,,
9/1/42,8.62,0,-0.025442382,,,,,,,,
9/2/42,8.63,0.001160093,0.071518271,,,,,,,,
9/3/42,8.62,-0.001158749,-0.122290682,,,,,,,,
9/4/42,8.61,-0.001160093,-0.122403035,,,,,,,,
9/8/42,8.68,0.008130081,0.654070487,,,,,,,,
9/9/42,8.64,-0.004608295,-0.410604054,,,,,,,,
9/10/42,8.58,-0.006944444,-0.605859624,,,,,,,,
9/11/42,8.54,-0.004662005,-0.415093118,,,,,,,,
9/14/42,8.55,0.00117096,0.072426568,,,,,,,,
9/15/42,8.59,0.004678363,0.36557555,,,,,,,,
9/16/42,8.6,0.001164144,0.0718569,,,,,,,,
9/17/42,8.59,-0.001162791,-0.122628525,,,,,,,,
9/18/42,8.66,0.00814901,0.65565259,,,,,,,,
9/21/42,8.65,-0.001154734,-0.12195518,,,,,,,,
9/22/42,8.68,0.003468208,0.264430738,,,,,,,,
9/23/42,8.75,0.008064516,0.648590545,,,,,,,,
9/24/42,8.86,0.012571429,1.02527866,,,,,,,,
9/25/42,8.9,0.004514673,0.351894336,,,,,,,,
9/28/42,8.89,-0.001123596,-0.119352587,,,,,,,,
9/29/42,8.85,-0.004499438,-0.401505747,,,,,,,,
9/30/42,8.85,0,-0.025442382,,,,,,,,
10/1/42,8.92,0.007909605,0.63564302,,,,,,,,
10/2/42,9.05,0.014573991,1.192652997,,,,,,,,
10/5/42,9.13,0.008839779,0.71338708,,,,,,,,
10/6/42,9.13,0,-0.025442382,,,,,,,,
10/7/42,9.17,0.004381161,0.340735419,,,,,,,,
10/8/42,9.3,0.014176663,1.15944429,,,,,,,,
10/9/42,9.34,0.004301075,0.334041846,,,,,,,,
10/13/42,9.45,0.011777302,0.95890549,,,,,,,,
10/14/42,9.43,-0.002116402,-0.202331446,,,,,,,,
10/15/42,9.31,-0.012725345,-1.089027742,,,,,,,,
10/16/42,9.35,0.004296455,0.333655719,,,,,,,,
10/19/42,9.35,0,-0.025442382,,,,,,,,
10/20/42,9.47,0.012834225,1.047243174,,,,,,,,
10/21/42,9.46,-0.001055966,-0.113700125,,,,,,,,
10/22/42,9.46,0,-0.025442382,,,,,,,,
10/23/42,9.43,-0.003171247,-0.290495499,,,,,,,,
10/26/42,9.48,0.005302227,0.417718185,,,,,,,,
10/27/42,9.39,-0.009493671,-0.818924181,,,,,,,,
10/28/42,9.31,-0.008519702,-0.737519765,,,,,,,,
10/29/42,9.3,-0.001074114,-0.115216907,,,,,,,,
10/30/42,9.36,0.006451613,0.51378396,,,,,,,,
11/2/42,9.48,0.012820513,1.046097143,,,,,,,,
11/4/42,9.44,-0.004219409,-0.378100959,,,,,,,,
11/5/42,9.46,0.002118644,0.151634065,,,,,,,,
11/6/42,9.58,0.012684989,1.034770086,,,,,,,,
11/9/42,9.69,0.011482255,0.934245418,,,,,,,,
11/10/42,9.61,-0.008255934,-0.715474026,,,,,,,,
11/12/42,9.63,0.002081165,0.148501599,,,,,,,,
11/13/42,9.57,-0.00623053,-0.546190562,,,,,,,,
11/16/42,9.48,-0.009404389,-0.81146197,,,,,,,,
11/17/42,9.36,-0.012658228,-1.083418115,,,,,,,,
11/18/42,9.4,0.004273504,0.33173746,,,,,,,,
11/19/42,9.39,-0.00106383,-0.114357364,,,,,,,,
11/20/42,9.48,0.009584665,0.775644675,,,,,,,,
11/23/42,9.37,-0.011603376,-0.99525347,,,,,,,,
11/24/42,9.35,-0.002134472,-0.203841705,,,,,,,,
11/25/42,9.31,-0.004278075,-0.383004234,,,,,,,,
11/27/42,9.34,0.003222342,0.243881194,,,,,,,,
11/30/42,9.29,-0.005353319,-0.472873232,,,,,,,,
12/1/42,9.28,-0.001076426,-0.115410178,,,,,,,,
12/2/42,9.31,0.003232759,0.244751852,,,,,,,,
12/3/42,9.34,0.003222342,0.243881194,,,,,,,,
12/4/42,9.34,0,-0.025442382,,,,,,,,
12/7/42,9.3,-0.004282655,-0.383387062,,,,,,,,
12/8/42,9.36,0.006451613,0.51378396,,,,,,,,
12/9/42,9.36,0,-0.025442382,,,,,,,,
12/10/42,9.37,0.001068376,0.063852579,,,,,,,,
12/11/42,9.37,0,-0.025442382,,,,,,,,
12/14/42,9.42,0.005336179,0.420555926,,,,,,,,
12/15/42,9.44,0.002123142,0.152010024,,,,,,,,
12/16/42,9.52,0.008474576,0.682863406,,,,,,,,
12/17/42,9.69,0.017857143,1.467059099,,,,,,,,
12/18/42,9.68,-0.001031992,-0.111696337,,,,,,,,
12/21/42,9.68,0,-0.025442382,,,,,,,,
12/22/42,9.67,-0.001033058,-0.111785443,,,,,,,,
12/23/42,9.7,0.003102378,0.23385467,,,,,,,,
12/24/42,9.74,0.004123711,0.319217754,,,,,,,,
12/28/42,9.65,-0.009240246,-0.797742942,,,,,,,,
12/29/42,9.65,0,-0.025442382,,,,,,,,
12/30/42,9.76,0.011398964,0.927283952,,,,,,,,
12/31/42,9.77,0.00102459,0.060192949,,,,,,,,
1/4/43,9.92,0.015353122,1.257772811,,,,,,,,
1/5/43,9.9,-0.002016129,-0.193950613,,,,,,,,
1/6/43,9.89,-0.001010101,-0.109866708,,,,,,,,
1/7/43,9.91,0.002022245,0.143576997,,,,,,,,
1/8/43,9.92,0.001009082,0.058896753,,,,,,,,
1/11/43,9.96,0.004032258,0.311574082,,,,,,,,
1/12/43,9.93,-0.003012048,-0.277189619,,,,,,,,
1/13/43,9.95,0.002014099,0.142896154,,,,,,,,
1/14/43,10.01,0.006030151,0.478558118,,,,,,,,
1/15/43,10.09,0.007992008,0.642530309,,,,,,,,
1/18/43,10.12,0.002973241,0.223061334,,,,,,,,
1/19/43,10.02,-0.009881423,-0.851332529,,,,,,,,
1/20/43,10.03,0.000998004,0.057970875,,,,,,,,
1/21/43,10.18,0.014955135,1.224509008,,,,,,,,
1/22/43,10.17,-0.000982318,-0.107544624,,,,,,,,
1/25/43,10.3,0.012782694,1.042936259,,,,,,,,
1/26/43,10.35,0.004854369,0.380286176,,,,,,,,
1/27/43,10.34,-0.000966184,-0.106196085,,,,,,,,
1/28/43,10.35,0.000967118,0.05538942,,,,,,,,
1/29/43,10.44,0.008695652,0.701340948,,,,,,,,
2/1/43,10.52,0.007662835,0.615018024,,,,,,,,
2/2/43,10.52,0,-0.025442382,,,,,,,,
2/3/43,10.44,-0.007604563,-0.661032366,,,,,,,,
2/4/43,10.43,-0.000957854,-0.105499932,,,,,,,,
2/5/43,10.51,0.007670182,0.61563208,,,,,,,,
2/8/43,10.5,-0.000951475,-0.104966723,,,,,,,,
2/9/43,10.58,0.007619048,0.61135825,,,,,,,,
2/10/43,10.65,0.006616257,0.527544934,,,,,,,,
2/11/43,10.67,0.001877934,0.13151552,,,,,,,,
2/15/43,10.81,0.0131209,1.071203505,,,,,,,,
2/16/43,10.79,-0.001850139,-0.180077133,,,,,,,,
2/17/43,10.81,0.001853568,0.129478995,,,,,,,,
2/18/43,10.66,-0.013876041,-1.185203014,,,,,,,,
2/19/43,10.64,-0.001876173,-0.182253044,,,,,,,,
2/23/43,10.84,0.018796992,1.545611808,,,,,,,,
2/24/43,10.9,0.005535055,0.437178003,,,,,,,,
2/25/43,10.97,0.006422018,0.511310444,,,,,,,,
2/26/43,10.97,0,-0.025442382,,,,,,,,
3/1/43,10.92,-0.004557885,-0.4063908,,,,,,,,
3/2/43,10.84,-0.007326007,-0.637750681,,,,,,,,
3/3/43,10.98,0.012915129,1.054005183,,,,,,,,
3/4/43,11,0.001821494,0.126798206,,,,,,,,
3/5/43,11.05,0.004545455,0.354467086,,,,,,,,
3/8/43,11.01,-0.00361991,-0.327994718,,,,,,,,
3/9/43,10.95,-0.005449591,-0.480919673,,,,,,,,
3/10/43,10.9,-0.00456621,-0.407086596,,,,,,,,
3/11/43,11.01,0.010091743,0.818026345,,,,,,,,
3/12/43,11.05,0.003633061,0.278209146,,,,,,,,
3/15/43,11.04,-0.000904977,-0.101080466,,,,,,,,
3/16/43,11.01,-0.002717391,-0.252562172,,,,,,,,
3/17/43,10.93,-0.007266122,-0.632745436,,,,,,,,
3/18/43,10.91,-0.001829826,-0.178379404,,,,,,,,
3/19/43,10.88,-0.002749771,-0.255268458,,,,,,,,
3/22/43,10.92,0.003676471,0.281837335,,,,,,,,
3/23/43,10.95,0.002747253,0.204173231,,,,,,,,
3/24/43,10.98,0.002739726,0.203544147,,,,,,,,
3/25/43,11.21,0.020947177,1.725324382,,,,,,,,
3/26/43,11.3,0.008028546,0.645584154,,,,,,,,
3/29/43,11.49,0.016814159,1.379886446,,,,,,,,
3/30/43,11.59,0.00870322,0.701973483,,,,,,,,
3/31/43,11.58,-0.000862813,-0.097556345,,,,,,,,
4/1/43,11.59,0.000863558,0.046733856,,,,,,,,
4/2/43,11.56,-0.002588438,-0.24178427,,,,,,,,
4/5/43,11.59,0.002595156,0.191460948,,,,,,,,
4/6/43,11.76,0.014667817,1.200494986,,,,,,,,
4/7/43,11.7,-0.005102041,-0.451871376,,,,,,,,
4/8/43,11.6,-0.008547009,-0.739802065,,,,,,,,
4/9/43,11.14,-0.039655172,-3.339824979,,,,,,,,
4/12/43,11.15,0.000897666,0.049584623,,,,,,,,
4/13/43,11.14,-0.000896861,-0.100402097,,,,,,,,
4/14/43,11.28,0.012567325,1.02493568,,,,,,,,
4/15/43,11.36,0.007092199,0.567324164,,,,,,,,
4/16/43,11.33,-0.002640845,-0.246164432,,,,,,,,
4/19/43,11.38,0.004413063,0.343401762,,,,,,,,
4/20/43,11.34,-0.003514938,-0.319221232,,,,,,,,
4/21/43,11.45,0.009700176,0.785299163,,,,,,,,
4/22/43,11.48,0.002620087,0.193544735,,,,,,,,
4/26/43,11.48,0,-0.025442382,,,,,,,,
4/27/43,11.48,0,-0.025442382,,,,,,,,
4/28/43,11.48,0,-0.025442382,,,,,,,,
4/29/43,11.59,0.009581882,0.775412071,,,,,,,,
4/30/43,11.59,0,-0.025442382,,,,,,,,
5/3/43,11.82,0.019844694,1.633178763,,,,,,,,
5/4/43,11.86,0.003384095,0.257400538,,,,,,,,
5/5/43,11.93,0.005902192,0.467863335,,,,,,,,
5/6/43,11.97,0.003352892,0.254792599,,,,,,,,
5/7/43,11.81,-0.01336675,-1.142636472,,,,,,,,
5/10/43,11.97,0.013547841,1.106887277,,,,,,,,
5/11/43,11.93,-0.003341688,-0.304740904,,,,,,,,
5/12/43,11.88,-0.004191115,-0.375736107,,,,,,,,
5/13/43,11.92,0.003367003,0.255972039,,,,,,,,
5/14/43,11.7,-0.018456376,-1.568027804,,,,,,,,
5/17/43,11.72,0.001709402,0.117429555,,,,,,,,
5/18/43,11.81,0.007679181,0.616384193,,,,,,,,
5/19/43,11.93,0.010160881,0.823804862,,,,,,,,
5/20/43,11.9,-0.002514669,-0.235618617,,,,,,,,
5/21/43,11.9,0,-0.025442382,,,,,,,,
5/24/43,11.87,-0.002521008,-0.236148473,,,,,,,,
5/25/43,11.9,0.00252738,0.185796244,,,,,,,,
5/26/43,11.99,0.007563025,0.606675892,,,,,,,,
5/27/43,12.02,0.002502085,0.183682096,,,,,,,,
5/28/43,12.05,0.00249584,0.183160155,,,,,,,,
6/1/43,12.18,0.010788382,0.876251459,,,,,,,,
6/2/43,12.19,0.000821018,0.043178376,,,,,,,,
6/3/43,12.24,0.004101723,0.317379944,,,,,,,,
6/4/43,12.18,-0.004901961,-0.43514867,,,,,,,,
6/7/43,12.15,-0.002463054,-0.231304655,,,,,,,,
6/8/43,12.08,-0.005761317,-0.506973724,,,,,,,,
6/9/43,12.12,0.003311258,0.25131286,,,,,,,,
6/10/43,12.14,0.001650165,0.112478547,,,,,,,,
6/11/43,12.08,-0.004942339,-0.438523516,,,,,,,,
6/14/43,11.88,-0.016556291,-1.409218589,,,,,,,,
6/15/43,11.93,0.004208754,0.326325644,,,,,,,,
6/16/43,11.95,0.001676446,0.114675108,,,,,,,,
6/17/43,11.97,0.00167364,0.114440602,,,,,,,,
6/18/43,11.96,-0.000835422,-0.095267012,,,,,,,,
6/21/43,11.9,-0.005016722,-0.444740456,,,,,,,,
6/22/43,11.92,0.001680672,0.115028346,,,,,,,,
6/23/43,11.89,-0.002516779,-0.235794939,,,,,,,,
6/24/43,11.95,0.005046257,0.396324227,,,,,,,,
6/25/43,12.21,0.021757322,1.793036409,,,,,,,,
6/28/43,12.32,0.009009009,0.727531338,,,,,,,,
6/29/43,12.28,-0.003246753,-0.296806287,,,,,,,,
6/30/43,12.35,0.005700326,0.450991316,,,,,,,,
7/1/43,12.36,0.000809717,0.042233799,,,,,,,,
7/2/43,12.35,-0.000809061,-0.093063808,,,,,,,,
7/6/43,12.37,0.001619433,0.109909979,,,,,,,,
7/7/43,12.35,-0.001616815,-0.160575903,,,,,,,,
7/8/43,12.36,0.000809717,0.042233799,,,,,,,,
7/9/43,12.41,0.004045307,0.31266475,,,,,,,,
7/12/43,12.49,0.006446414,0.51334945,,,,,,,,
7/13/43,12.57,0.006405124,0.509898422,,,,,,,,
7/14/43,12.64,0.005568815,0.439999607,,,,,,,,
7/15/43,12.57,-0.005537975,-0.488306765,,,,,,,,
7/16/43,12.54,-0.002386635,-0.22491752,,,,,,,,
7/19/43,12.55,0.000797448,0.041208402,,,,,,,,
7/20/43,12.47,-0.006374502,-0.558223787,,,,,,,,
7/21/43,12.5,0.002405774,0.175632397,,,,,,,,
7/22/43,12.5,0,-0.025442382,,,,,,,,
7/23/43,12.51,0.0008,0.041421685,,,,,,,,
7/26/43,12.31,-0.01598721,-1.361654738,,,,,,,,
7/27/43,11.92,-0.03168156,-2.673389768,,,,,,,,
7/28/43,11.88,-0.003355705,-0.305912459,,,,,,,,
7/29/43,12.08,0.016835017,1.381629721,,,,,,,,
7/30/43,11.85,-0.019039735,-1.61678502,,,,,,,,
8/2/43,11.47,-0.032067511,-2.705647572,,,,,,,,
8/3/43,11.72,0.02179599,1.796268231,,,,,,,,
8/4/43,11.79,0.005972696,0.473756066,,,,,,,,
8/5/43,11.75,-0.003392706,-0.309005004,,,,,,,,
8/6/43,11.63,-0.010212766,-0.879026207,,,,,,,,
8/9/43,11.6,-0.002579536,-0.241040188,,,,,,,,
8/10/43,11.71,0.009482759,0.76712737,,,,,,,,
8/11/43,11.8,0.007685739,0.616932295,,,,,,,,
8/12/43,11.73,-0.005932203,-0.521256433,,,,,,,,
8/13/43,11.84,0.009377664,0.758343562,,,,,,,,
8/16/43,11.81,-0.002533784,-0.23721624,,,,,,,,
8/17/43,11.88,0.00592718,0.469951844,,,,,,,,
8/18/43,11.92,0.003367003,0.255972039,,,,,,,,
8/19/43,11.91,-0.000838926,-0.095559901,,,,,,,,
8/20/43,11.81,-0.008396306,-0.727206302,,,,,,,,
8/23/43,11.6,-0.017781541,-1.511625058,,,,,,,,
8/24/43,11.69,0.007758621,0.623023779,,,,,,,,
8/25/43,11.71,0.001710864,0.117551772,,,,,,,,
8/26/43,11.75,0.003415884,0.260057474,,,,,,,,
8/27/43,11.67,-0.006808511,-0.594498265,,,,,,,,
8/30/43,11.67,0,-0.025442382,,,,,,,,
8/31/43,11.8,0.011139674,0.905612526,,,,,,,,
9/1/43,11.84,0.003389831,0.257879933,,,,,,,,
9/2/43,11.84,0,-0.025442382,,,,,,,,
9/3/43,11.82,-0.001689189,-0.166624954,,,,,,,,
9/7/43,11.85,0.002538071,0.186689808,,,,,,,,
9/8/43,11.78,-0.005907173,-0.51916439,,,,,,,,
9/9/43,11.91,0.011035654,0.896918465,,,,,,,,
9/10/43,11.93,0.001679261,0.114910402,,,,,,,,
9/13/43,11.91,-0.001676446,-0.165559872,,,,,,,,
9/14/43,11.89,-0.001679261,-0.165795166,,,,,,,,
